rainfall_24h,rainfall_intensity,soil_moisture,slope,elevation,historical_events,temperature,humidity,pore_water_pressure,risk_probability,risk_percentage,risk_category,landslide_occurred
29.61,6.97,26.24,28.07,1249.5,4,19.6,56.6,3.13,0.0327,3.27,LOW,0
26.21,6.94,23.85,53.54,3058.6,8,7.7,62.8,3.22,0.086,8.6,LOW,0
1.36,0.36,18.17,39.45,2426.9,8,17.5,63.4,2.37,0.0222,2.22,LOW,0
33.43,6.73,21.12,55.05,2012.4,8,19.9,50.8,4.21,0.0506,5.06,LOW,0
61.62,13.73,40.43,50.16,2848.6,7,14.1,62.6,7.75,0.1058,10.58,LOW,0
6.0,1.1,26.0,37.77,396.3,4,22.2,64.1,2.3,0.0241,2.41,LOW,0
31.58,6.15,40.25,20.23,1008.3,8,23.7,62.9,3.91,0.0437,4.37,LOW,0
31.52,8.35,38.76,33.1,1621.9,7,20.5,62.9,6.1,0.043,4.3,LOW,0
6.28,1.69,23.09,41.0,919.6,6,25.2,67.6,0.5,0.019,1.9,LOW,0
4.61,1.21,25.05,43.86,2444.5,7,14.9,60.4,3.08,0.0579,5.79,LOW,0
137.01,19.47,68.88,32.73,2961.7,8,9.8,77.7,18.84,0.5424,54.24,HIGH,1
17.51,4.48,27.66,28.03,1500.1,6,18.7,60.8,3.44,0.0341,3.41,LOW,0
9.03,2.45,28.38,51.8,1259.3,10,24.0,59.7,2.5,0.0499,4.99,LOW,0
6.58,1.17,23.81,63.02,3086.6,10,12.0,56.0,3.56,0.1301,13.01,LOW,0
38.55,7.82,35.99,40.54,1562.3,9,16.1,64.4,4.92,0.067,6.7,LOW,0
32.91,8.05,34.63,29.47,1692.7,12,23.0,58.1,2.63,0.0283,2.83,LOW,0
36.1,7.58,33.36,33.22,1287.4,8,23.8,63.4,2.7,0.0519,5.19,LOW,0
3.22,0.9,31.23,19.73,2933.2,11,16.0,57.4,1.97,0.0184,1.84,LOW,0
145.23,28.02,61.34,56.33,1928.4,9,20.2,83.2,18.64,0.8734,87.34,CRITICAL,1
17.26,4.04,30.41,26.98,2498.4,8,11.9,71.7,4.25,0.0392,3.92,LOW,0
13.16,3.25,37.6,42.05,2644.8,12,14.3,63.5,2.22,0.0526,5.26,LOW,0
21.72,4.32,32.64,33.28,1258.5,8,22.6,63.9,1.06,0.0271,2.71,LOW,0
17.3,4.45,25.86,41.38,1529.4,7,16.2,64.0,3.24,0.0294,2.94,LOW,0
154.4,32.02,69.97,44.46,2753.0,3,9.9,78.0,21.49,0.7713,77.13,CRITICAL,1
92.71,17.23,63.12,51.55,1321.6,6,22.6,78.1,12.68,0.5964,59.64,HIGH,1
12.66,1.74,28.74,30.86,2592.1,9,15.8,64.3,1.55,0.0318,3.18,LOW,0
69.81,12.77,48.52,18.66,3025.9,9,17.3,70.2,9.29,0.1574,15.74,LOW,0
53.24,12.64,39.93,27.92,2088.5,10,15.9,70.1,5.01,0.0478,4.78,LOW,0
93.48,25.0,52.55,55.39,2437.8,13,10.4,76.0,11.15,0.3251,32.51,MODERATE,0
9.87,1.58,27.37,53.84,2625.0,7,13.2,63.5,2.76,0.0424,4.24,LOW,0
147.34,26.06,61.16,42.7,2742.9,4,15.0,88.1,18.77,0.7693,76.93,CRITICAL,1
11.23,1.62,30.02,42.8,1415.4,12,19.3,57.1,1.86,0.051,5.1,LOW,0
60.82,14.02,35.92,44.92,401.2,6,26.0,77.0,5.01,0.1653,16.53,LOW,0
0.19,0.05,23.49,29.62,1435.5,7,18.5,50.4,2.86,0.0381,3.81,LOW,0
29.12,6.48,42.71,56.33,2237.6,5,18.7,68.3,4.79,0.0732,7.32,LOW,0
14.5,3.17,28.7,37.59,1578.5,6,21.2,63.2,3.08,0.0512,5.12,LOW,0
13.64,2.84,24.2,36.61,2459.4,9,12.4,56.3,3.72,0.0668,6.68,LOW,0
36.24,4.86,36.35,40.34,1303.1,5,19.5,71.6,4.71,0.0945,9.45,LOW,0
66.75,15.8,40.92,22.57,2122.5,7,14.6,59.1,6.55,0.0435,4.35,LOW,0
32.88,7.11,34.75,29.24,799.9,10,19.0,74.7,4.57,0.0279,2.79,LOW,0
67.15,15.16,37.92,47.59,2460.6,6,12.6,83.6,7.03,0.1415,14.15,LOW,0
122.54,32.33,63.21,25.05,1859.8,6,13.3,77.4,16.42,0.4108,41.08,MODERATE,0
162.56,39.9,71.14,42.88,852.0,6,25.6,78.2,21.93,0.899,89.9,CRITICAL,1
20.96,5.13,25.86,32.29,1111.1,7,24.4,59.7,2.0,0.0228,2.28,LOW,0
0.41,0.11,26.91,36.78,2458.4,13,13.7,65.9,2.9,0.0545,5.45,LOW,0
201.85,56.19,91.19,33.76,1673.7,6,19.3,88.3,34.98,0.97,97.0,CRITICAL,1
37.92,8.08,31.64,35.82,887.3,8,25.8,48.1,2.22,0.0598,5.98,LOW,0
31.37,4.31,37.57,46.86,3103.5,8,12.9,67.0,2.75,0.0691,6.91,LOW,0
46.65,9.03,40.15,34.03,2359.6,8,20.0,72.4,4.05,0.0894,8.94,LOW,0
29.65,7.29,35.32,41.74,3073.5,7,11.7,67.5,4.95,0.0578,5.78,LOW,0
2.42,0.3,30.18,39.14,1510.0,12,23.3,64.4,2.08,0.0207,2.07,LOW,0
4.33,0.56,24.83,44.88,1651.5,5,19.2,70.3,2.23,0.0464,4.64,LOW,0
31.76,4.15,34.66,57.98,2899.0,3,11.8,63.5,3.63,0.1264,12.64,LOW,0
11.25,2.67,28.64,47.38,1798.9,9,19.8,72.0,1.52,0.0421,4.21,LOW,0
2.9,0.58,21.53,31.19,2336.5,12,16.5,59.5,2.87,0.0465,4.65,LOW,0
19.65,3.52,32.8,21.17,993.9,10,21.0,69.7,3.81,0.0273,2.73,LOW,0
28.29,3.87,31.11,32.88,1567.8,8,17.3,63.4,2.88,0.0266,2.66,LOW,0
87.44,20.74,58.63,42.63,614.2,6,24.8,85.3,12.63,0.286,28.6,MODERATE,0
158.83,27.22,66.93,22.92,857.6,7,18.6,87.7,21.88,0.7317,73.17,HIGH,1
36.13,5.87,28.51,39.7,252.8,6,25.8,64.8,3.0,0.0329,3.29,LOW,0
14.16,3.18,34.57,42.68,365.8,12,23.5,54.9,2.59,0.1043,10.43,LOW,0
49.21,10.31,35.06,35.19,3133.0,3,9.3,68.6,4.74,0.0328,3.28,LOW,0
36.61,6.52,29.19,48.91,964.9,10,20.7,60.6,4.24,0.077,7.7,LOW,0
118.6,26.4,60.15,26.4,2206.8,7,17.8,80.4,13.41,0.3235,32.35,MODERATE,0
28.22,4.61,39.56,24.57,2725.3,8,14.1,68.2,3.3,0.07,7.0,LOW,0
0.4,0.1,28.8,47.21,1874.4,9,17.8,66.3,2.82,0.0297,2.97,LOW,0
41.73,6.54,33.83,39.68,701.8,9,23.2,69.5,2.95,0.1051,10.51,LOW,0
16.51,2.4,30.27,45.74,2397.9,8,17.4,63.0,2.7,0.0604,6.04,LOW,0
267.32,65.54,98.0,38.02,2020.7,8,19.1,99.0,35.0,0.9975,99.75,CRITICAL,1
59.63,13.91,50.0,32.33,2407.2,7,14.5,77.6,8.28,0.1101,11.01,LOW,0
206.76,30.85,80.71,51.04,2520.8,6,17.5,84.7,32.38,0.982,98.2,CRITICAL,1
10.17,1.41,28.34,50.14,3127.5,9,10.3,72.1,1.05,0.076,7.6,LOW,0
7.97,2.03,28.08,45.97,1942.0,6,17.8,68.6,1.36,0.0341,3.41,LOW,0
132.01,32.24,56.16,33.21,1257.8,10,19.6,74.7,15.36,0.628,62.8,HIGH,1
95.14,16.4,50.67,42.47,2163.0,8,15.1,63.0,8.37,0.3038,30.38,MODERATE,0
12.29,2.77,27.56,35.98,451.9,13,23.9,69.1,1.51,0.0588,5.88,LOW,0
25.32,3.54,38.97,25.57,2897.3,8,13.8,65.0,2.95,0.0283,2.83,LOW,0
6.33,1.27,27.75,56.53,602.2,7,25.6,58.2,3.6,0.0581,5.81,LOW,0
133.13,16.37,60.39,27.91,1217.1,10,18.7,81.9,15.89,0.5873,58.73,HIGH,1
4.0,0.73,25.39,59.1,2656.4,8,14.8,67.7,2.84,0.0723,7.23,LOW,0
248.3,32.77,94.19,38.32,2012.1,17,21.4,85.1,35.0,0.998,99.8,CRITICAL,1
85.7,16.8,48.8,30.02,1411.2,7,18.6,73.6,10.27,0.3482,34.82,MODERATE,0
169.74,31.82,77.16,41.01,1646.6,7,17.2,85.8,24.02,0.9306,93.06,CRITICAL,1
45.17,8.63,42.54,53.79,2770.9,8,12.8,75.8,4.74,0.1889,18.89,LOW,0
20.05,2.55,25.66,47.37,1253.0,8,24.6,68.0,2.82,0.0656,6.56,LOW,0
137.36,24.43,68.8,50.46,2815.5,9,11.4,85.5,19.19,0.8464,84.64,CRITICAL,1
14.57,3.51,32.84,44.71,510.0,8,29.8,59.5,3.19,0.0593,5.93,LOW,0
12.54,2.25,28.25,45.88,2541.6,9,11.4,65.9,2.83,0.1098,10.98,LOW,0
30.22,7.08,26.09,52.52,2750.3,7,13.3,61.6,3.92,0.0753,7.53,LOW,0
24.13,4.32,32.82,32.45,786.4,7,19.4,63.0,3.41,0.0561,5.61,LOW,0
30.32,5.69,31.72,39.51,1519.5,11,17.3,68.0,3.91,0.1509,15.09,LOW,0
11.82,2.49,31.08,31.42,738.2,11,23.4,62.3,1.65,0.05,5.0,LOW,0
16.0,4.35,32.71,63.57,2334.5,9,15.8,64.3,1.32,0.0879,8.79,LOW,0
3.07,0.42,32.45,58.57,1829.3,7,21.0,68.3,1.06,0.0515,5.15,LOW,0
1.88,0.24,20.22,21.93,2124.2,10,14.6,58.1,0.5,0.0173,1.73,LOW,0
10.23,2.22,38.56,46.36,829.6,6,24.5,55.3,2.93,0.0611,6.11,LOW,0
2.7,0.73,30.23,57.1,874.7,10,19.8,55.0,3.09,0.1409,14.09,LOW,0
3.83,1.07,29.64,29.84,372.4,9,28.5,53.8,1.26,0.0358,3.58,LOW,0
58.67,11.59,51.01,41.79,1200.1,9,24.7,78.4,8.4,0.1605,16.05,LOW,0
1.39,0.27,26.98,56.41,1901.2,5,20.1,64.1,2.52,0.0478,4.78,LOW,0
37.65,8.4,40.71,21.43,2780.9,11,15.3,72.1,4.21,0.0538,5.38,LOW,0
11.14,2.33,28.97,46.07,2217.4,12,15.6,67.0,2.23,0.0395,3.95,LOW,0
71.83,15.91,49.32,34.04,1534.4,6,20.3,69.6,9.49,0.1292,12.92,LOW,0
23.23,6.03,37.31,57.04,3061.7,8,10.9,73.3,1.24,0.0799,7.99,LOW,0
12.76,3.06,33.87,61.22,2371.8,8,14.8,57.8,3.89,0.2298,22.98,LOW,0
25.52,5.09,24.58,58.59,2994.0,13,9.7,75.9,4.03,0.1699,16.99,LOW,0
183.33,35.55,74.26,39.09,1806.4,11,18.8,88.2,25.92,0.9203,92.03,CRITICAL,1
206.18,45.84,88.59,53.19,1013.8,7,23.5,99.0,34.78,0.9827,98.27,CRITICAL,1
4.26,0.82,28.68,52.28,405.8,9,28.2,54.3,3.85,0.0376,3.76,LOW,0
203.21,39.27,81.65,34.72,2392.0,7,15.8,87.9,30.56,0.9828,98.28,CRITICAL,1
19.4,2.38,32.97,51.51,607.8,11,26.9,53.3,2.97,0.0498,4.98,LOW,0
14.98,2.22,23.68,21.72,1143.2,11,19.9,68.5,3.29,0.056,5.6,LOW,0
43.35,8.59,41.07,42.66,1820.8,9,21.5,68.0,5.41,0.1152,11.52,LOW,0
15.83,3.98,31.29,31.74,1915.0,6,16.9,74.5,2.94,0.0312,3.12,LOW,0
189.64,31.21,78.53,27.12,2021.7,9,11.8,85.5,30.62,0.9158,91.58,CRITICAL,1
149.08,30.36,65.85,24.69,740.5,10,23.0,90.4,18.56,0.8064,80.64,CRITICAL,1
44.5,7.8,38.61,46.02,1370.2,10,21.9,67.2,4.03,0.1395,13.95,LOW,0
3.98,0.54,24.74,35.35,2070.7,6,16.8,60.0,0.5,0.0378,3.78,LOW,0
65.51,17.9,41.72,47.08,3111.0,6,6.0,68.1,5.84,0.1391,13.91,LOW,0
46.58,11.96,46.99,23.93,2396.5,8,15.4,61.9,5.27,0.0852,8.52,LOW,0
8.33,1.1,19.4,34.6,2971.7,4,12.0,63.5,2.61,0.0439,4.39,LOW,0
5.49,1.29,18.71,40.94,2498.5,11,11.8,62.1,3.14,0.0558,5.58,LOW,0
13.31,2.34,32.63,49.76,1995.6,9,18.4,52.6,1.82,0.0416,4.16,LOW,0
130.64,36.47,55.48,34.71,816.5,4,23.2,64.5,14.9,0.5124,51.24,HIGH,1
10.39,1.75,17.89,43.61,2216.7,11,10.9,59.7,3.73,0.0677,6.77,LOW,0
21.32,3.37,36.04,54.54,2089.0,7,18.2,70.2,3.2,0.1529,15.29,LOW,0
1.07,0.22,31.6,43.29,2027.3,8,17.3,61.5,2.58,0.0558,5.58,LOW,0
17.72,4.49,23.42,31.85,1694.9,6,22.5,54.8,3.87,0.0454,4.54,LOW,0
29.65,4.47,24.32,20.45,1809.5,12,15.9,53.8,2.37,0.0442,4.42,LOW,0
107.11,25.01,48.9,53.63,1236.6,7,20.6,83.0,10.29,0.3341,33.41,MODERATE,0
25.45,3.3,28.63,20.09,1782.0,13,20.9,53.9,4.93,0.0539,5.39,LOW,0
59.84,15.98,51.33,53.89,832.8,11,21.1,73.5,8.11,0.2818,28.18,MODERATE,0
27.73,3.69,30.61,40.63,2625.3,10,16.1,67.6,2.2,0.1301,13.01,LOW,0
1.46,0.39,29.57,58.16,798.0,10,26.3,70.0,1.02,0.0441,4.41,LOW,0
13.24,2.63,32.32,50.11,500.7,10,26.0,58.2,2.57,0.0453,4.53,LOW,0
125.7,24.1,66.81,66.19,1536.9,8,19.1,84.5,18.51,0.8568,85.68,CRITICAL,1
105.27,29.03,51.35,35.68,2192.0,10,14.3,84.2,12.71,0.5355,53.55,HIGH,1
68.6,19.1,44.16,48.76,1541.3,7,17.7,62.3,8.52,0.1863,18.63,LOW,0
139.21,31.19,62.88,37.13,1066.4,5,22.9,81.7,17.32,0.6305,63.05,HIGH,1
8.7,1.22,30.13,39.24,1896.6,16,10.4,61.1,2.46,0.0695,6.95,LOW,0
7.86,1.58,33.28,43.66,1273.7,10,19.6,54.8,1.67,0.0432,4.32,LOW,0
89.51,18.32,60.96,53.83,3002.0,5,9.8,75.0,11.41,0.5144,51.44,HIGH,1
67.03,13.56,41.81,62.97,2971.8,10,9.2,63.0,5.92,0.2361,23.61,LOW,0
52.19,11.02,40.32,48.81,1732.0,7,18.9,70.1,4.92,0.1643,16.43,LOW,0
17.46,2.15,34.22,37.57,1217.3,13,17.6,75.7,2.35,0.0392,3.92,LOW,0
24.57,5.74,34.94,37.66,2424.5,9,17.7,62.5,3.4,0.1056,10.56,LOW,0
21.85,5.11,39.69,47.57,358.3,8,28.3,62.7,3.98,0.0345,3.45,LOW,0
10.23,1.42,27.32,32.06,1650.6,10,22.3,70.0,4.17,0.026,2.6,LOW,0
24.61,5.2,29.9,26.6,1242.2,8,19.9,71.2,2.96,0.0842,8.42,LOW,0
1.08,0.23,32.18,35.79,2965.6,7,12.2,56.5,2.65,0.034,3.4,LOW,0
4.95,1.13,27.9,33.71,285.4,8,28.5,64.9,2.07,0.0248,2.48,LOW,0
76.19,10.18,49.03,34.01,1880.8,5,17.3,53.7,9.69,0.0924,9.24,LOW,0
48.76,10.74,38.29,31.88,2435.0,5,13.2,61.3,4.1,0.0502,5.02,LOW,0
19.24,3.17,35.02,22.16,1680.8,7,19.1,69.3,2.68,0.0332,3.32,LOW,0
25.48,5.12,27.81,19.67,501.9,5,24.7,60.8,3.94,0.0293,2.93,LOW,0
16.17,3.94,27.24,63.58,3118.8,10,8.2,61.2,3.37,0.1125,11.25,LOW,0
47.25,11.01,24.99,37.84,1778.1,5,12.3,61.5,4.73,0.0293,2.93,LOW,0
53.67,7.46,36.89,36.64,2061.8,3,14.4,61.5,6.97,0.0748,7.48,LOW,0
50.43,10.82,43.78,45.43,948.0,8,16.9,52.6,4.24,0.1309,13.09,LOW,0
44.88,12.35,37.8,31.31,1676.3,7,16.6,64.6,3.8,0.0692,6.92,LOW,0
8.01,1.16,22.62,59.08,1516.0,3,23.2,64.0,2.89,0.053,5.3,LOW,0
14.44,3.7,36.19,49.57,470.9,10,20.8,63.6,3.75,0.0493,4.93,LOW,0
22.21,5.16,31.91,25.44,563.2,4,26.0,58.3,3.93,0.0185,1.85,LOW,0
14.06,3.43,37.41,37.56,2720.5,9,16.1,53.5,5.66,0.0818,8.18,LOW,0
49.22,8.13,43.06,54.14,957.5,10,18.8,65.1,4.9,0.1313,13.13,LOW,0
13.98,2.32,29.86,58.63,825.1,15,27.9,54.1,3.12,0.0868,8.68,LOW,0
117.96,31.26,67.2,38.9,1739.5,9,18.2,73.1,16.2,0.5733,57.33,HIGH,1
17.82,3.16,28.12,43.21,2517.8,7,17.5,63.4,3.52,0.0311,3.11,LOW,0
136.77,17.79,57.82,29.27,432.7,4,26.3,75.3,16.61,0.5621,56.21,HIGH,1
8.96,1.94,35.51,64.25,1951.6,5,16.1,69.1,2.06,0.0499,4.99,LOW,0
33.15,4.64,37.3,31.8,601.7,8,17.4,58.7,4.61,0.0799,7.99,LOW,0
19.86,4.91,37.53,58.46,357.6,6,23.2,59.3,3.42,0.052,5.2,LOW,0
2.58,0.57,30.13,44.4,405.6,4,27.5,65.5,2.27,0.033,3.3,LOW,0
23.42,6.09,39.78,43.03,2710.8,9,16.9,67.7,4.81,0.0862,8.62,LOW,0
138.66,34.05,61.27,40.16,598.0,5,21.2,83.9,19.77,0.7357,73.57,HIGH,1
25.2,3.48,31.11,31.77,383.2,10,25.7,60.0,1.5,0.0401,4.01,LOW,0
71.98,13.03,44.16,29.67,1541.8,12,18.4,74.3,9.01,0.1307,13.07,LOW,0
11.93,2.91,27.41,31.39,2739.8,9,14.0,66.5,3.23,0.0607,6.07,LOW,0
71.22,13.3,37.11,30.08,1024.1,6,22.6,73.3,6.02,0.1045,10.45,LOW,0
96.52,26.6,52.84,49.28,1494.1,10,18.9,74.3,10.82,0.4141,41.41,MODERATE,0
16.63,3.95,33.61,35.66,367.8,12,27.6,66.0,3.89,0.0281,2.81,LOW,0
30.06,3.68,30.02,23.4,1574.8,7,17.6,64.1,3.67,0.0359,3.59,LOW,0
54.96,14.33,35.82,60.99,1954.0,5,17.3,70.7,5.49,0.1587,15.87,LOW,0
13.72,1.87,28.16,54.41,1934.2,15,19.3,62.5,2.01,0.0598,5.98,LOW,0
44.08,6.28,41.26,57.28,1230.7,13,19.4,57.5,4.51,0.142,14.2,LOW,0
5.09,1.21,21.05,65.15,1180.8,8,20.6,57.3,1.23,0.0738,7.38,LOW,0
12.05,3.11,40.05,29.56,564.5,10,23.5,74.3,2.36,0.0526,5.26,LOW,0
5.47,1.13,20.04,36.98,1332.1,6,21.8,49.2,2.07,0.0181,1.81,LOW,0
58.35,9.7,38.49,48.39,543.5,8,25.9,78.1,6.4,0.1097,10.97,LOW,0
8.82,1.55,33.14,46.02,2511.5,10,12.9,65.1,1.7,0.0619,6.19,LOW,0
44.23,7.73,42.22,28.7,3100.5,6,11.8,66.8,6.12,0.0451,4.51,LOW,0
100.45,17.3,57.53,50.89,3111.7,3,3.9,65.0,11.49,0.37,37.0,MODERATE,0
26.26,4.17,28.93,31.54,2802.0,10,14.7,63.9,4.14,0.0916,9.16,LOW,0
117.51,25.55,55.42,31.52,2022.3,4,19.1,73.1,12.86,0.3485,34.85,MODERATE,0
21.63,5.71,26.78,40.87,2317.6,10,14.0,70.4,5.06,0.0892,8.92,LOW,0
13.8,2.33,27.26,42.56,1091.4,9,20.2,58.1,3.33,0.0307,3.07,LOW,0
22.6,3.39,33.24,42.16,2110.8,10,16.2,61.7,4.19,0.0494,4.94,LOW,0
32.32,8.21,29.74,25.56,1594.2,9,17.0,66.3,3.56,0.0305,3.05,LOW,0
149.38,35.66,58.09,54.04,1672.0,8,16.9,78.5,18.23,0.7328,73.28,HIGH,1
97.19,26.14,58.06,32.99,2485.4,12,15.1,80.3,10.9,0.2283,22.83,LOW,0
69.36,10.16,43.52,27.56,1081.7,11,24.1,68.6,6.46,0.1371,13.71,LOW,0
76.98,11.01,50.29,54.7,1188.2,7,22.3,60.3,8.66,0.3172,31.72,MODERATE,0
105.82,21.87,53.08,59.6,2977.7,9,18.8,76.8,13.63,0.4812,48.12,MODERATE,1
162.54,35.48,73.23,53.19,415.9,13,28.8,89.2,24.43,0.9256,92.56,CRITICAL,1
78.91,15.53,58.72,50.6,1682.6,6,20.6,80.5,8.1,0.326,32.6,MODERATE,0
149.67,32.3,61.19,44.59,2942.8,6,13.6,85.8,17.5,0.7581,75.81,CRITICAL,1
247.27,36.81,90.34,41.28,2050.6,5,16.9,99.0,35.0,0.9972,99.72,CRITICAL,1
18.81,3.7,25.76,25.3,1861.9,5,19.0,65.8,4.13,0.0397,3.97,LOW,0
32.17,7.25,44.53,37.31,986.7,8,23.1,59.1,4.82,0.056,5.6,LOW,0
43.3,8.19,37.03,36.31,1262.7,7,23.7,61.8,2.35,0.0627,6.27,LOW,0
105.27,24.08,58.91,32.79,2763.5,7,12.1,62.0,11.99,0.2568,25.68,MODERATE,0
9.82,1.89,14.53,47.03,1899.7,7,16.7,60.2,2.98,0.0756,7.56,LOW,0
47.98,8.32,40.31,39.69,1768.5,7,21.2,71.1,5.69,0.1038,10.38,LOW,0
25.75,4.34,30.41,24.94,543.8,7,23.9,54.4,3.54,0.0457,4.57,LOW,0
10.95,2.03,35.01,31.38,297.3,7,24.0,69.4,3.8,0.0313,3.13,LOW,0
52.46,6.49,42.98,45.56,3092.9,9,9.1,67.3,5.71,0.1955,19.55,LOW,0
28.12,6.38,30.78,24.63,1362.1,6,22.4,58.8,4.26,0.0423,4.23,LOW,0
37.86,9.66,43.5,52.62,2029.5,11,23.5,56.2,6.61,0.2245,22.45,LOW,0
120.23,21.25,67.02,39.67,485.2,8,23.1,88.0,16.73,0.4956,49.56,MODERATE,1
22.97,2.93,38.96,39.26,2265.2,14,17.2,70.5,2.72,0.0854,8.54,LOW,0
144.17,40.06,69.18,42.54,3001.1,6,11.9,79.2,19.53,0.8395,83.95,CRITICAL,1
18.17,2.95,28.7,51.3,1948.2,5,20.1,68.3,2.04,0.0396,3.96,LOW,0
7.74,1.09,28.33,35.59,622.0,7,26.2,59.9,0.5,0.0378,3.78,LOW,0
114.13,20.45,54.87,45.37,1966.1,6,20.2,73.5,12.48,0.5238,52.38,HIGH,1
185.18,44.1,77.96,41.72,2510.7,10,14.9,83.9,28.62,0.969,96.9,CRITICAL,1
163.49,27.31,67.8,33.04,1448.9,5,17.9,83.1,21.96,0.8217,82.17,CRITICAL,1
18.53,3.93,29.34,54.11,2845.5,7,10.6,60.4,4.34,0.0903,9.03,LOW,0
15.35,2.86,40.02,50.05,2163.6,12,16.6,62.7,3.25,0.1096,10.96,LOW,0
18.3,2.54,31.68,44.7,2902.8,6,13.2,72.4,3.93,0.0854,8.54,LOW,0
18.42,3.18,28.01,52.59,2089.3,2,15.5,76.4,1.17,0.0379,3.79,LOW,0
27.5,6.49,27.2,53.47,637.3,6,29.5,56.9,2.91,0.0786,7.86,LOW,0
27.44,5.98,32.19,46.47,1163.6,4,24.0,66.9,3.32,0.0893,8.93,LOW,0
202.59,28.19,85.45,51.9,845.3,7,18.1,91.6,32.34,0.9813,98.13,CRITICAL,1
117.82,17.22,58.67,46.07,2931.0,11,11.6,80.9,15.97,0.5644,56.44,HIGH,1
23.99,5.34,31.45,45.45,2493.2,5,11.7,60.9,1.43,0.0613,6.13,LOW,0
6.48,1.62,28.94,43.37,2245.4,7,20.4,64.2,2.22,0.0719,7.19,LOW,0
142.67,25.1,66.92,48.17,1137.9,6,16.2,73.1,20.32,0.7738,77.38,CRITICAL,1
94.42,20.32,54.96,28.9,792.9,4,24.7,94.5,12.11,0.2455,24.55,LOW,0
98.55,14.52,56.25,54.24,2481.5,9,14.7,76.5,11.6,0.5352,53.52,HIGH,1
37.71,6.4,35.11,53.73,1648.8,8,21.0,70.0,3.48,0.092,9.2,LOW,0
156.38,19.27,68.09,20.97,916.1,11,23.8,76.7,22.26,0.8884,88.84,CRITICAL,1
83.88,20.38,48.49,51.36,2069.0,6,21.8,68.4,8.8,0.213,21.3,LOW,0
35.56,6.55,37.76,27.53,369.0,13,28.3,56.5,3.59,0.0648,6.48,LOW,0
51.31,12.86,44.97,35.21,1212.2,10,16.7,76.4,7.15,0.1241,12.41,LOW,0
178.26,41.6,73.23,47.81,1632.2,7,22.5,80.1,25.8,0.862,86.2,CRITICAL,1
112.67,28.46,55.73,29.0,686.5,7,24.7,75.8,12.95,0.2817,28.17,MODERATE,0
233.2,38.64,86.23,50.99,3154.7,5,14.2,94.1,35.0,0.9901,99.01,CRITICAL,1
67.33,10.07,36.38,51.66,866.8,6,22.4,72.9,6.85,0.2165,21.65,LOW,0
6.61,1.82,20.66,40.02,634.5,6,21.9,53.2,2.19,0.016,1.6,LOW,0
11.06,2.6,23.08,17.79,850.4,12,20.2,66.8,2.61,0.0386,3.86,LOW,0
11.77,2.98,24.97,33.71,2518.7,11,16.8,69.2,0.5,0.0243,2.43,LOW,0
11.06,1.35,30.4,43.32,1505.2,8,21.7,57.7,2.5,0.0679,6.79,LOW,0
67.68,11.96,38.59,62.53,1918.0,10,16.0,69.9,6.06,0.1731,17.31,LOW,0
1.13,0.27,25.41,43.8,312.0,10,19.6,63.9,1.25,0.0535,5.35,LOW,0
2.77,0.37,29.96,32.8,351.6,5,28.8,61.9,1.46,0.0368,3.68,LOW,0
11.2,2.36,23.99,43.88,1565.2,10,14.3,55.7,1.99,0.0602,6.02,LOW,0
7.8,1.47,24.73,40.96,2659.1,5,18.8,65.4,2.05,0.021,2.1,LOW,0
9.23,1.13,20.98,49.29,2861.5,9,8.6,70.5,2.51,0.0854,8.54,LOW,0
55.97,8.83,35.91,26.42,505.8,7,25.3,77.5,4.88,0.0834,8.34,LOW,0
28.98,4.8,39.97,48.51,1838.2,8,18.5,67.8,4.6,0.0379,3.79,LOW,0
0.2,0.03,27.58,40.99,2944.0,8,12.7,64.6,2.75,0.0416,4.16,LOW,0
199.31,44.06,91.55,60.33,1394.5,7,21.1,87.6,35.0,0.9973,99.73,CRITICAL,1
112.2,17.82,52.73,35.41,2697.2,15,13.5,71.3,13.59,0.608,60.8,HIGH,1
133.28,21.91,69.86,43.83,644.4,12,23.4,79.6,18.19,0.755,75.5,CRITICAL,1
39.46,10.41,32.4,57.6,3009.4,11,10.9,79.5,4.03,0.178,17.8,LOW,0
42.38,8.25,34.36,26.18,2466.7,9,12.8,63.2,4.87,0.0469,4.69,LOW,0
44.67,8.16,51.12,58.01,3026.9,5,11.6,69.3,5.68,0.2307,23.07,LOW,0
45.63,10.76,33.6,45.72,2246.0,10,11.3,69.1,3.6,0.0796,7.96,LOW,0
0.0,0.0,32.93,24.09,1322.0,7,21.5,57.8,1.5,0.0359,3.59,LOW,0
107.71,13.36,55.0,34.15,3017.6,2,11.2,85.1,14.3,0.3977,39.77,MODERATE,0
58.91,11.29,36.11,46.46,1062.9,11,24.3,78.4,5.09,0.1992,19.92,LOW,0
82.01,17.86,40.81,24.06,1229.9,8,20.5,88.3,7.23,0.2619,26.19,MODERATE,0
0.55,0.09,25.68,42.23,2317.4,4,16.8,55.3,1.48,0.0436,4.36,LOW,0
209.14,50.94,77.94,35.53,2507.7,11,15.6,93.8,31.9,0.986,98.6,CRITICAL,1
58.09,16.0,39.79,43.45,2991.7,10,11.2,69.2,6.51,0.2132,21.32,LOW,0
63.54,17.22,33.27,22.47,854.2,7,24.2,65.4,6.51,0.0874,8.74,LOW,0
3.43,0.56,27.73,53.71,2604.1,11,10.3,56.5,4.7,0.087,8.7,LOW,0
